ΚΩΔΙΚΟΣ HEBIC;ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);Διεύθυνση ΕΛΛΗΝΙΚΑ;ΑΡΙΘΜΟΣ ΤΗΛΕΦΩΝΟΥ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΕΛΛΗΝΙΚΑ);ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ;ΓΡΑΦΕΙΟ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΔΙΑΔΡΟΜΗ ΤΑΧΥΔΡΟΜΙΚΟΥ ΚΩΔΙΚΑ;ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΕΛΛΗΝΙΚΑ);ΕΠΙΣΗΜΗ ΟΝΟΜΑΣΙΑ ΤΗΣ ΤΡΑΠΕΖΑΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΕΛΛΗΝΙΚΑ);ΟΝΟΜΑΣΙΑ ΠΕΡΙΟΧΗΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);ΟΝΟΜΑΣΙΑ ΤΟΠΟΘΕΣΙΑΣ ΚΑΤΑΣΤΗΜΑΤΟΣ (ΑΓΓΛΙΚΑ);Διεύθυνση ΑΓΓΛΙΚΑ;ΤΑΧΥΔΡΟΜΙΚΗ ΠΕΡΙΟΧΗ (ΑΓΓΛΙΚΑ);ΑΡΙΘΜΟΣ FAX;ΔΗΜΟΣ/ ΚΟΙΝΟΤΗΤΑ_1;ΝΟΜΟΣ
140839;ΙΟΥ;Νηλέως Κόδρου, Χώρα Ίου ;Νηλέως Κόδρου, Χώρα Ίου ;2286027700;ΙΟΣ;ΙΟΥ;840;1;ALPHA BANK;ALPHA BANK;IOS;ΧΩΡΑ;CHORA;Nileos Kodrou Street, Chora;Nileos Kodrou Street, Chora;IOS;2286091109;ΙΟΥ;ΚΥΚΛΑΔΩΝ
140840;ΚΑΤΕΡΙΝΗΣ;Πλατεία Ελευθερίας 4;Πλατεία Ελευθερίας 4;2351020337;ΚΑΤΕΡΙΝΗ;ΚΑΤΕΡΙΝΗΣ;601;0;ALPHA BANK;ALPHA BANK;KATERINI;ΚΑΤΕΡΙΝΗ;KATERINI;4, Eleftherias Square;4, Eleftherias Square;KATERINI;2351026815;ΚΑΤΕΡΙΝΗΣ;ΠΙΕΡΙΑΣ
140841;ΠΛΑΤΑΜΩΝΟΣ ;Κωνσταντίνου Καραμανλή 25;Κωνσταντίνου Καραμανλή 25;2352041084;ΠΛΑΤΑΜΩΝAΣ;ΠΛΑΤΑΜΩΝΑ;600;65;ALPHA BANK;ALPHA BANK;PLATAMON;ΠΛΑΤΑΜΩΝΑΣ;PLATAMONAS;25, Constantinou Karamanli Street;25, Constantinou Karamanli Street;PLATAMONAS;2352041694;ΠΛΑΤΑΜΩΝΑ;ΠΙΕΡΙΑΣ
140848;ΝΤΕΠΩ;Λεωφόρος Βασιλίσσης Όλγας 199;Λεωφόρος Βασιλίσσης Όλγας 199;2310886050;ΘΕΣΣΑΛΟΝΙΚΗ;ΘΕΣΣΑΛΟΝΙΚΗΣ;546;46;ALPHA BANK;ALPHA BANK;DEPOT;ΝΤΕΠΩ;DEPO;199, Vassilissis Olgas Avenue;199, Vassilissis Olgas Avenue;THESSALONIKI;2310865715;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ
140850;ΚΑΣΤΟΡΙΑΣ;Αθανασίου Διάκου 42 ;Αθανασίου Διάκου 42 ;2467088210;ΚΑΣΤΟΡΙΑ;ΚΑΣΤΟΡΙΑΣ;521;0;ALPHA BANK;ALPHA BANK;KASTORIA;ΚΑΣΤΟΡΙΑ;KASTORIA;42, Athanassiou Diakou Street;42, Athanassiou Diakou Street;KASTORIA;2467028948;ΚΑΣΤΟΡΙΑΣ;ΚΑΣΤΟΡΙΑΣ
140589;ΠΛΑΤΕΙΑΣ ΕΛΕΥΘΕΡΙΑΣ ΚΑΒΑΛΑΣ;Ελευθερίου Βενιζέλου 17 ;Ελευθερίου Βενιζέλου 17 ;2510622467;ΚΑΒΑΛΑ;ΚΑΒΑΛΑΣ;653;2;ALPHA BANK;ALPHA BANK;ELEFTHERIAS SQUARE -KAVALA;ΚΑΒΑΛΑ;KAVALA;17, Eleftheriou Venizelou Street;17, Eleftheriou Venizelou Street;KAVALA;2510224627;ΚΑΒΑΛΑΣ;ΚΑΒΑΛΑΣ
140855;ΦΛΩΡΙΝΗΣ;Στεφάνου Δραγούμη 15;Στεφάνου Δραγούμη 15;2385026217;ΦΛΩΡΙΝΑ;ΦΛΩΡΙΝΗΣ;531;0;ALPHA BANK;ALPHA BANK;FLORINA;ΦΛΩΡΙΝΑ;FLORINA;15, Stefanou Dragoumi Street;15, Stefanou Dragoumi Street;FLORINA;2385026296;ΦΛΩΡΙΝΗΣ;ΦΛΩΡΙΝΗΣ
140860;ΚΟΖΑΝΗΣ;Βενιζέλου 39;Βενιζέλου 39;2461035893;ΚΟΖΑΝΗ;ΚΟΖΑΝΗΣ;501;32;ALPHA BANK;ALPHA BANK;KOZANI;ΚΟΖΑΝΗ;KOZANI;39, Venizelou Street;39, Venizelou Street;KOZANI;2461040062;ΚΟΖΑΝΗΣ;ΚΟΖΑΝΗΣ
140861;ΠΤΟΛΕΜΑΪΔΟΣ;25ης Μαρτίου 39;25ης Μαρτίου 39;2463023876;ΠΤΟΛΕΜΑΪΔΑ;ΠΤΟΛΕΜΑΪΔΑΣ;502;0;ALPHA BANK;ALPHA BANK;PTOLEMAIS;ΠΤΟΛΕΜΑΪΔΑ;PTOLEMAIDA;39, 25th Martiou Street;39, 25th Martiou Street;PTOLEMAIDA;2463021418;ΠΤΟΛΕΜΑΪΔΑΣ;ΚΟΖΑΝΗΣ
140863;ΣΙΑΤΙΣΤΗΣ;Μεγάλου Αλεξάνδρου 9;Μεγάλου Αλεξάνδρου 9;2465022985;ΣΙΑΤΙΣΤΑ;ΣΙΑΤΙΣΤΑΣ;503;0;ALPHA BANK;ALPHA BANK;SIATISTA;ΣΙΑΤΙΣΤΑ;SIATISTA;9, Megalou Alexandrou Street;9, Megalou Alexandrou Street;SIATISTA;2465022040;ΣΙΑΤΙΣΤΑΣ;ΚΟΖΑΝΗΣ
140868;ΗΡΑΚΛΕΙΑΣ ΣΕΡΡΩΝ;Ελευθερίου Βενιζέλου 5 ;Ελευθερίου Βενιζέλου 5 ;2325028360;ΗΡΑΚΛΕΙΑ;ΗΡΑΚΛΕΙΑΣ;624;0;ALPHA BANK;ALPHA BANK;IRAKLIA - SERRAI;ΗΡΑΚΛΕΙΑ ;IRAKLEIA;5, Eleftheriou Venizelou Street;5, Eleftheriou Venizelou Street;IRAKLIA;2325025083;ΗΡΑΚΛΕΙΑΣ;ΣΕΡΡΩΝ
140870;ΣΚΥΔΡΑΣ;Μεγάλου Αλεξάνδρου 26;Μεγάλου Αλεξάνδρου 26;2381088472;ΣΚΥΔΡΑ;ΣΚΥΔΡΑΣ;585;0;ALPHA BANK;ALPHA BANK;SKYDRA;ΣΚΥΔΡΑ;SKYDRA;26, Megalou Alexandrou Street;26, Megalou Alexandrou Street;SKYDRA;2381081055;ΣΚΥΔΡΑΣ;ΠΕΛΛΗΣ
140871;ΓΙΑΝΝΙΤΣΩΝ;Χατζηδημητρίου 65;Χατζηδημητρίου 65;2382028542;ΓΙΑΝΝΙΤΣΑ;ΓΙΑΝΝΙΤΣΩΝ;581;0;ALPHA BANK;ALPHA BANK;YANNITSA;ΓΙΑΝΝΙΤΣΑ;YANNITSA;65, Hadjidimitriou Street;65, Hadjidimitriou Street;YANNITSA;2382025939;ΓΙΑΝΝΙΤΣΩΝ;ΠΕΛΛΗΣ
140872;ΕΔΕΣΣΗΣ;Εγνατία 23;Εγνατία 23;2381021935;ΕΔΕΣΣΑ;ΕΔΕΣΣΗΣ;582;0;ALPHA BANK;ALPHA BANK;EDESSA;ΕΔΕΣΣΑ;EDESSA;23, Egnatia Street;23, Egnatia Street;EDESSA;2381021936;ΕΔΕΣΣΗΣ;ΠΕΛΛΗΣ
140873;ΑΡΙΔΑΙΑΣ;Λοχαγού Ν. Παπαδοπούλου 9;Λοχαγού Ν. Παπαδοπούλου 9;2384028760;ΑΡΙΔΑΙΑ;ΠΕΛΛΗΣ;584;0;ALPHA BANK;ALPHA BANK;ARIDEA;ΑΡΙΔΑΙΑ;ARIDEA;9, Captain N. Papadopoulos Street;9, Captain N. Papadopoulos Street;ARIDEA;2384028754;ΠΕΛΛΗΣ;ΠΕΛΛΗΣ
140880;ΚΙΛΚΙΣ;21ης Ιουνίου 163;21ης Ιουνίου 163;2341025270;ΚΙΛΚΙΣ;ΚΙΛΚΙΣ;611;0;ALPHA BANK;ALPHA BANK;KILKIS;ΚΙΛΚΙΣ;KILKIS;163, 21st Iouniou Street;163, 21st Iouniou Street;KILKIS;2341024529;ΚΙΛΚΙΣ;ΚΙΛΚΙΣ
140886;ΕΡΜΟΥ - ΠΑΤΡΑ;Κανακάρη 125;Κανακάρη 125;2610229010;ΠΑΤΡΑ;ΠΑΤΡΕΩΝ;262;21;ALPHA BANK;ALPHA BANK;ERMOU - PATRAI;ΠΑΤΡΑ-ΚΕΝΤΡΟ ;PATRA - CENTER;125, Kanakari Street;125, Kanakari Street;PATRA;2610270006;ΠΑΤΡΕΩΝ;ΑΧΑΪΑΣ
140889;ΠΛΑΤΕΙΑΣ 23ΗΣ ΜΑΡΤΙΟΥ-ΚΑΛΑΜΑΤΑ;Πλατεία 23ης Μαρτίου;Πλατεία 23ης Μαρτίου;2721043030;ΚΑΛΑΜΑΤΑ;ΚΑΛΑΜΑΤΑΣ;241;33;ALPHA BANK;ALPHA BANK;23RD MARTIOU SQUARE-KALAMATA;ΚΑΛΑΜΑΤΑ;KALAMATA;23rd Martiou Square;23rd Martiou Square;KALAMATA;2721021376;ΚΑΛΑΜΑΤΑΣ;ΜΕΣΣΗΝΙΑΣ
140890;ΓΡΕΒΕΝΩΝ;Πλατεία Αιμιλιανού 26;Πλατεία Αιμιλιανού 26;2462029106;ΓΡΕΒΕΝΑ;ΓΡΕΒΕΝΩΝ;511;0;ALPHA BANK;ALPHA BANK;GREVENA;ΓΡΕΒΕΝΑ;GREVENA;26, Emilianou Square;26, Emilianou Square;GREVENA;2462028295;ΓΡΕΒΕΝΩΝ;ΓΡΕΒΕΝΩΝ
140891;ΕΘΝΟΜΑΡΤΥΡΩΝ-ΤΡΙΠΟΛΗ;Εθνομαρτύρων 9;Εθνομαρτύρων 9;2710230340;ΤΡΙΠΟΛΗ;ΤΡΙΠΟΛΗΣ;221;31;ALPHA BANK;ALPHA BANK;ETHNOMARTYRON-TRIPOLIS;ΤΡΙΠΟΛΗ ;TRIPOLIS;9, Ethnomartyron Street;9, Ethnomartyron Street;TRIPOLIS;2710222331;ΤΡΙΠΟΛΗΣ;ΑΡΚΑΔΙΑΣ
140897;ΑΡΙΣΤΟΜΕΝΟΥΣ;Αριστομένους 67 ;Αριστομένους 67 ;2721067060;ΚΑΛΑΜΑΤΑ;ΚΑΛΑΜΑΤΑΣ;241;31;ALPHA BANK;ALPHA BANK;ARISTOMENOUS;ΚΑΛΑΜΑΤΑ;KALAMATA;67, Aristomenous Street;67, Aristomenous Street;KALAMATA;2721085108;ΚΑΛΑΜΑΤΑΣ;ΜΕΣΣΗΝΙΑΣ
140900;ΞΑΝΘΗΣ;Μιχαήλ Καραολή 48;Μιχαήλ Καραολή 48;2541023631;ΞΑΝΘΗ;ΞΑΝΘΗΣ;671;31;ALPHA BANK;ALPHA BANK;XANTHI;ΞΑΝΘΗ;XANTHI;48, Michail Karaoli Street;48, Michail Karaoli Street;XANTHI;2541029130;ΞΑΝΘΗΣ;ΞΑΝΘΗΣ
140904;ΛΙΜΕΝΟΣ ΧΙΟΥ;Λεωφόρος Αιγαίου 20 ;Λεωφόρος Αιγαίου 20 ;2271082360;ΧΙΟΣ;ΧΙΟΥ;821;31;ALPHA BANK;ALPHA BANK;CHIOS PORT;ΧΙΟΣ ;CHIOS;20, Aigaiou Avenue;20, Aigaiou Avenue;CHIOS;2271026254;ΧΙΟΥ;ΧΙΟΥ
140907;ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ -ΧΑΝΙΑ;Ανδρέα Αρχοντάκη 2 ;Ανδρέα Αρχοντάκη 2 ;2821047220;ΧΑΝΙΑ;ΧΑΝΙΩΝ;731;32;ALPHA BANK;ALPHA BANK;ELEFTHERIOU VENIZELOU - CHANIA;ΧΑΝΙΑ-ΚΕΝΤΡΟ ;CHANIA-CENTER;2, Andrea Archontaki Street;2, Andrea Archontaki Street;CHANIA;2821028338;ΧΑΝΙΩΝ;ΧΑΝΙΩΝ
140910;ΚΟΜΟΤΗΝΗΣ;Παρασίου 5;Παρασίου 5;2531037610;ΚΟΜΟΤΗΝΗ;ΚΟΜΟΤΗΝΗΣ;691;32;ALPHA BANK;ALPHA BANK;KOMOTINI;ΚΟΜΟΤΗΝΗ;KOMOTINI;5, Parassiou Street;5, Parassiou Street;KOMOTINI;2531034701;ΚΟΜΟΤΗΝΗΣ;ΡΟΔΟΠΗΣ
140918;ΜΗΛΟΥ;Κεντρική Οδός Τριοβασάλου;Κεντρική Οδός Τριοβασάλου;2287027020;ΤΡΙΟΒΑΣΑΛΟΣ;ΜΗΛΟΥ;848;0;ALPHA BANK;ALPHA BANK;MILOS;ΜΗΛΟΣ ;MILOS;Triovassalos Central Road;Triovassalos Central Road;TRIOVASSALOS;2287024036;ΜΗΛΟΥ;ΚΥΚΛΑΔΩΝ
140920;ΑΛΕΞΑΝΔΡΟΥΠΟΛΕΩΣ;Λεωφόρος Δημοκρατίας 238;Λεωφόρος Δημοκρατίας 238;2551026417;ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ ;ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ;681;32;ALPHA BANK;ALPHA BANK;ALEXANDROUPOLIS;ΑΛΕΞΑΝΔΡΟΥΠΟΛΗ;ALEXANDROUPOLIS;238, Democratias Avenue;238, Democratias Avenue;ALEXANDROUPOLI;2551023058;ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ;ΕΒΡΟΥ
140921;ΟΡΕΣΤΙΑΔΟΣ;Αγίων Θεοδώρων 123;Αγίων Θεοδώρων 123;2552029639;ΟΡΕΣΤΙΑΔΑ;ΟΡΕΣΤΙΑΔΑΣ;682;0;ALPHA BANK;ALPHA BANK;ORESTIAS;ΟΡΕΣΤΙΑΔΑ;ORESTIAS;123, Aghion Theodoron Street;123, Aghion Theodoron Street;ORESTIADA;2552029795;ΟΡΕΣΤΙΑΔΑΣ;ΕΒΡΟΥ
140922;ΔΙΔΥΜΟΤΕΙΧΟΥ;Βασιλέως Αλεξάνδρου 20;Βασιλέως Αλεξάνδρου 20;2553022851;ΔΙΔΥΜΟΤΕΙΧΟ ;ΔΙΔΥΜΟΤΕΙΧΟΥ;683;0;ALPHA BANK;ALPHA BANK;DIDYMOTEICHO;ΔΙΔΥΜΟΤΕΙΧΟ;DIDYMOTEICHO;20, Vassileos Alexandrou Street;20, Vassileos Alexandrou Street;DIDYMOTEICHO;2553022365;ΔΙΔΥΜΟΤΕΙΧΟΥ;ΕΒΡΟΥ
140935;ΜΟΙΡΩΝ;Μιχαήλ Κόρακα 110;Μιχαήλ Κόρακα 110;2892027670;ΜΟΙΡΕΣ;ΜΟΙΡΩΝ;704;0;ALPHA BANK;ALPHA BANK;MOIRES;ΜΟΙΡΕΣ ΗΡΑΚΛΕΙΟΥ ;MOIRES IRAKLEIO;110, Michail Koraka Street;110, Michail Koraka Street;MOIRES;2892022852;ΜΟΙΡΩΝ;ΗΡΑΚΛΕΙΟΥ
140641;ΚΩ;Ασκληπιού 2 ;Ασκληπιού 2 ;2242044050;ΚΩΣ;ΚΩ;853;0;ALPHA BANK;ALPHA BANK;KOS;ΚΩ ;KOS;2, Asklipiou Street;2, Asklipiou Street;KOS;2242028834;ΚΩ;ΔΩΔΕΚΑΝΗΣΟΥ
140960;ΝΑΥΤΙΛΙΑΚΟ ΚΑΤΑΣΤΗΜΑ;Ακτή Μιαούλη 93;Ακτή Μιαούλη 93;2104290208;ΠΕΙΡΑΙΕΥΣ;ΠΕΙΡΑΙΩΣ;185;38;ALPHA BANK;ALPHA BANK;SHIPPING BRANCH;ΠΕΙΡΑΙΕΥΣ;PIRAEUS;93, Akti Miaouli;93, Akti Miaouli;PIRAEUS;2104290348;ΠΕΙΡΑΙΩΣ;ΑΤΤΙΚΗΣ
140970;ΡΑΦΗΝΑΣ ;Λεωφόρος Φλέμινγκ 3;Λεωφόρος Φλέμινγκ 3;2294029261;ΡΑΦΗΝΑ;ΡΑΦΗΝΑΣ;190;9;ALPHA BANK;ALPHA BANK;RAFINA;ΡΑΦΗΝΑ;RAFINA;3, Fleming Avenue;3, Fleming Avenue;RAFINA;2294025183;ΡΑΦΗΝΑΣ;ΑΤΤΙΚΗΣ
140981;ΠΕΡΑΜΑΤΟΣ ;Λεωφόρος Ειρήνης 139-141;Λεωφόρος Ειρήνης 139-141;2104416600;ΠΕΡΑΜΑ;ΠΕΡΑΜΑΤΟΣ;188;63;ALPHA BANK;ALPHA BANK;PERAMA;ΠΕΡΑΜΑ;PERAMA;139-141, Irinis Avenue;139-141, Irinis Avenue;PERAMA;2104416506;ΠΕΡΑΜΑΤΟΣ;ΑΤΤΙΚΗΣ
140984;ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;Χελμού 19;Χελμού 19;2106218363;ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ;ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;145;65;ALPHA BANK;ALPHA BANK;AGHIOS STEFANOS;ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ;AGHIOS STEFANOS;19, Chelmou Street;19, Chelmou Street;AGHIOS STEFANOS;2106218361;ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;ΑΤΤΙΚΗΣ
140985;ΑΡΤΕΜΙΔΟΣ-ΛΟΥΤΣΑΣ ;Αρτέμιδος 25;Αρτέμιδος 25;2294083128;ΑΡΤΕΜΙΣ;ΑΡΤΕΜΙΔΟΣ;190;16;ALPHA BANK;ALPHA BANK;ARTEMIS-LOUTSA;ΑΡΤΕΜΙΣ (ΛΟΥΤΣΑ);ARTEMIS;25, Artemidos Street;25, Artemidos Street;ARTEMIS;2294083127;ΑΡΤΕΜΙΔΟΣ;ΑΤΤΙΚΗΣ
140987;ΝΕΑΣ ΠΕΝΤΕΛΗΣ ;Πλατεία Ηρώων Πολυτεχνείου 27;Πλατεία Ηρώων Πολυτεχνείου 27;2106137484;ΝΕΑ ΠΕΝΤΕΛΗ;ΝΕΑΣ ΠΕΝΤΕΛΗΣ;152;39;ALPHA BANK;ALPHA BANK;NEA PENTELI;ΠΕΝΤΕΛΗ;PENTELI;27, Iroon Polytechniou Square;27, Iroon Polytechniou Square;NEA PENTELI;2106137486;ΝΕΑΣ ΠΕΝΤΕΛΗΣ;ΑΤΤΙΚΗΣ
140993;ΑΓΙΟΥ ΣΩΣΤΗ;Λεωφόρος Συγγρού 137;Λεωφόρος Συγγρού 137;2109370607;ΝΕΑ ΣΜΥΡΝΗ;ΑΘΗΝΑΙΩΝ;171;21;ALPHA BANK;ALPHA BANK;AGHIOS SOSTIS;ΑΓΙΟΣ ΣΩΣΤΗΣ ΝΕΑ ΣΜΥΡΝΗ;AGHIOS SOSTIS NEA SMYRNI;137, Syngrou Avenue;137, Syngrou Avenue;NEA SMYRNI;2109370264;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
140994;ΠΕΤΡΟΥΠΟΛΕΩΣ ;25ης Μαρτίου 101;25ης Μαρτίου 81;2105060662;ΠΕΤΡΟΥΠΟΛΗ;ΠΕΤΡΟΥΠΟΛΗΣ;132;32;ALPHA BANK;ALPHA BANK;PETROUPOLIS;ΠΕΤΡΟΥΠΟΛΗ;PETROUPOLI;101, 25th Martiou Street;81, 25th Martiou Street;PETROUPOLI;2105060660;ΠΕΤΡΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ
140996;ΛΕΩΦΟΡΟΥ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ ;Λεωφόρος Αγίας Βαρβάρας 114;Λεωφόρος Αγίας Βαρβάρας 114;2109851229;ΠΑΛΑΙΟ ΦΑΛΗΡΟ;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;175;63;ALPHA BANK;ALPHA BANK;LEOFOROU AGHIAS VARVARAS;ΑΓ. ΒΑΡΒΑΡΑ ΠΑΛ. ΦΑΛΗΡΟΥ;PALAIO PHALERO;114, Aghias Varvaras Avenue;114, Aghias Varvaras Avenue;PALAIO PHALERO;2109851230;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;ΑΤΤΙΚΗΣ
160065;ΠΑΝΕΠΙΣΤΗΜΙΟΥ;Αθήνα;Ελ. Βενιζέλου 19 & Ομήρου ;2103223624;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;105;64;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;PANEPISTIMIOU;ΑΘΗΝΑ;ATHENS ;Athens Center;19, El. Venizelou & Omirou Str.;ATHENS ;2103243234;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
160066;ΜΟΥΣΕΙΟΥ;Αθήνα;28ης Οκτωβρίου 46;2108218397;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;106;82;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;MUSEUM;ΑΘΗΝΑ;ATHENS ;Athens Center;46, 28th Octovriou Str.;ATHENS ;2108232410;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
160069;ΚΕΝΤΡΙΚΟ ΑΘΗΝΩΝ (ΟΜΗΡΟΥ);Αθήνα;Ομήρου 23;2103669043;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;106;72;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;MAIN BRANCH (OMIROU);ΑΘΗΝΑ;ATHENS ;Athens, Center;23, Omirou Str.;ATHENS ;2103669418;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
160161;ΚΑΛΑΜΑΤΑΣ;Καλαμάτα;Σιδηροδρομικού Σταθμού & Αντωνοπούλου 7;2721067030;ΚΑΛΑΜΑΤΑ;ΚΑΛΑΜΑΤΑΣ;241;0;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;KALAMATA;ΚΑΛΑΜΑΤΑ;KALAMATA;Kalamata;7, Antonopoulou str. & Railway Station str.;KALAMATA;2721023864;ΚΑΛΑΜΑΤΑΣ;ΜΕΣΣΗΝΙΑΣ
160162;ΚΕΡΑΤΣΙΝΙΟΥ;Κερατσίνι;Λεωφόρος Δημοκρατίας & Ερμού 2;2104639100;ΚΕΡΑΤΣΙΝΙ;ΚΕΡΑΤΣΙΝΙΟΥ;187;56;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;KERATSINI;ΚΕΡΑΤΣΙΝΙΟΥ;KERATSINI;Keratsini;2, Ermou Str. & Dimokratias Avenue;KERATSINI;2104637632;ΚΕΡΑΤΣΙΝΙΟΥ;ΑΤΤΙΚΗΣ
160163; ΠΑΤΗΣΙΩΝ;Αθήνα;Πατησίων 303-305 & Καυτατζόγλου ;2102002680;ΑΘΗΝΑ;ΑΘΗΝΑΙΩΝ;111;44;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;PATISSION;ΠΑΤΗΣΙΩΝ;ATHENS;Athens;303-305 Patission & Kaftantzoglou Str.;ATHENS ;2102117327;ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ
160166;ΠΕΡΙΣΤΕΡΙΟΥ;Περιστέρι;Θηβών 215 & Ευκλείδου;2105733405;ΠΕΡΙΣΤΕΡΙ;ΠΕΡΙΣΤΕΡΙΟΥ;121;34;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;PERISTERI;ΠΕΡΙΣΤΕΡΙ;PERISTERI;Peristeri;215, Thivon & Ephklidi Str.;PERISTERI;2105728850;ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ
160167;ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ;Νέα Ερυθραία;Χαρ.Τρικούπη 138;2108000270;ΝΕΑ ΕΡΥΘΡΑΙΑ;ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ;146;71;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;NEA ERITHREA;ΝΕΑ ΕΡΥΘΡΑΙΑ;NEA ERITHREA;Nea Erithrea;138, Char.Trikoupi Str.;NEA ERITHREA;2108000201;ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ;ΑΤΤΙΚΗΣ
160168;ΚΑΛΛΙΘΕΑΣ;Καλλιθέα;Ελ.Βενιζέλου 49 & Καλυψούς;2109515433;ΚΑΛΛΙΘΕΑ;ΚΑΛΛΙΘΕΑΣ;176;71;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;KALLITHEA;ΚΑΛΛΙΘΕΑ;KALLITHEA;Kallithea ;49, El.Venizelou & Kalipsous Str.;KALLITHEA;2109521086;ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ
160169;ΝΕΑΣ ΙΩΝΙΑΣ;Νέα Ιωνία;Λεωφ.Ηρακλείου 318 & Παρνασσού;2102750101;ΝΕΑ ΙΩΝΙΑ;ΝΕΑΣ ΙΩΝΙΑΣ;142;31;ATTICA BANK ΑΝΩΝΥΜΗ ΤΡΑΠΕΖΙΚΗ ΕΤΑΙΡΕΙΑ;ATTICA BANK S.A.;NEA IONIA;ΝΕΑ ΙΩΝΙΑ;NEA IONIA;Nea Ionia;318, Herakleiou Av. & Parnassou Str.;NEA IONIA;2102770587;ΝΕΑΣ ΙΩΝΙΑΣ;ΑΤΤΙΚΗΣ
